//Starting Program
Trial: 1 1
Trial Type 2
Lick 147698
Lick 147768
Lick 147852
Lick 147888
Lick 148014
Lick 148146
Lick 148243
Lick 148344
Lick 148417
Lick 148553
Lick 148687
Lick 148788
Lick 148875
Trial: 8 149010
Trial Type 2
Lick 149019
On 151010
RPoke 152449
Off 152510
Lick 154494
Lick 154955
Reward 155013
ITI 156013
Lick 156468
Lick 156569
Lick 156670
Lick 156771
Lick 156872
Lick 156973
Lick 157074
Lick 157175
Lick 157276
Lick 157377
Lick 157478
Lick 157579
Lick 157680
Lick 157782
Lick 157883
Lick 157984
Lick 158085
Lick 158186
Lick 158287
Lick 158312
Lick 158356
Lick 158477
Lick 158578
Lick 158679
Lick 158780
Lick 158833
Lick 158935
Lick 159036
Lick 159131
Lick 159242
Lick 159344
Lick 159462
Lick 159563
Lick 159664
Lick 159765
Lick 159866
Lick 159967
Lick 160068
Lick 160169
Lick 160270
Lick 160371
Lick 160472
Lick 160573
Lick 160674
Lick 160775
Lick 160876
Lick 160977
Lick 161078
Lick 161179
Lick 161280
Lick 161381
Lick 161482
Lick 161583
Lick 161684
Lick 161785
Lick 161886
Lick 161987
Lick 162088
Lick 162189
Lick 162290
Lick 162391
RPoke 174451
Trial: 9 176013
Trial Type 2
On 178013
Off 179513
ITI 183014
Lick 184916
Lick 185019
Lick 185120
Trial: 10 191014
Trial Type 2
On 193014
RPoke 193871
Off 194514
Lick 196145
Lick 196246
Lick 196742
Lick 196818
Reward 197017
Lick 197445
Lick 197547
Lick 197648
Lick 197749
Lick 197850
Lick 197951
ITI 198017
Lick 198056
Lick 198270
Lick 198373
Lick 198474
Lick 198575
Lick 198676
Lick 198777
Lick 198878
Lick 198979
Lick 199080
Lick 199181
Lick 199282
Lick 199383
Lick 199484
Lick 199585
Lick 199686
Lick 199787
Lick 199888
Lick 199989
Lick 200090
Lick 200192
Lick 200293
Lick 200394
Lick 200495
Lick 200596
Lick 200697
Lick 200798
Lick 200899
Lick 201000
Lick 201101
Lick 201202
Lick 201303
Lick 201404
Lick 201505
Lick 201606
Lick 201707
Lick 201808
Lick 201909
Lick 202010
Lick 203420
Lick 203521
Lick 203566
Lick 203688
Lick 203798
Lick 203908
Lick 204021
Lick 204129
Lick 204189
Lick 204238
Lick 204339
Lick 204440
Lick 204546
Lick 204588
Lick 204690
Lick 204791
Lick 204892
Lick 204923
Lick 205028
Lick 205167
Lick 205268
Lick 205369
Lick 205470
Lick 205571
Lick 205672
Lick 205773
Lick 205874
Lick 205975
Lick 206076
Lick 206177
Lick 206210
Lick 206270
Lick 206371
Lick 206402
Lick 206503
Lick 206604
Lick 206690
Lick 212933
Lick 213035
Lick 213136
Lick 213184
Lick 213872
Lick 214231
Lick 214344
Lick 214983
Lick 215096
Lick 215197
Lick 215298
Trial: 11 218017
Trial Type 2
On 220017
RPoke 220360
Off 221517
Lick 223051
Lick 223152
Lick 223253
Reward 224020
Lick 224254
Lick 224288
Lick 224390
Lick 224491
Lick 224586
Lick 224688
Lick 224789
Lick 224890
Lick 224991
ITI 225020
Lick 225092
Lick 225193
Lick 225294
Lick 225395
Lick 225496
Lick 225597
Lick 225698
Lick 225799
Lick 225900
Lick 226001
Lick 226102
Lick 226203
Lick 226304
Lick 226405
Lick 226506
Lick 226607
Lick 226708
Lick 226809
Lick 226910
Lick 227011
Lick 227112
Lick 227213
Lick 227314
Lick 227415
Lick 227516
Lick 227617
Lick 227718
Lick 227819
Lick 227920
Lick 228021
Lick 228122
Lick 228224
Lick 228325
Lick 228426
Lick 228527
Lick 228628
Lick 228729
Lick 228830
Lick 228931
Lick 229032
Lick 229133
Lick 229234
Lick 229335
Lick 229801
Lick 229902
Lick 230003
Lick 230104
Lick 230205
Lick 230354
Lick 230474
Lick 230565
Lick 230684
Lick 230817
Lick 230951
Lick 231078
Lick 231190
Lick 231296
Lick 231398
Lick 231499
Lick 231538
Lick 231639
Lick 231663
Lick 231760
Lick 231892
Lick 232024
Lick 232125
Lick 232272
Lick 232373
Lick 232406
Lick 232503
Lick 232683
Trial: 12 237020
Trial Type 1
RPoke 238731
On 239020
RPoke 240175
Off 240520
Lick 242889
Lick 242945
Reward 243022
Lick 243359
Lick 243460
Lick 243529
Lick 243789
Lick 243889
Lick 243989
ITI 244022
Lick 244099
Lick 244202
Lick 244324
Lick 244441
Lick 244524
Lick 244658
Lick 244760
Lick 244865
Lick 244972
Lick 245086
Lick 245192
Lick 245288
Lick 245392
Lick 245484
Lick 245498
Lick 245619
Lick 245740
Lick 245853
Lick 245971
Lick 246097
Lick 246222
Lick 246325
Lick 246419
Lick 246549
Lick 246673
Lick 246759
Lick 246860
Lick 246961
Lick 247030
Lick 247161
Lick 247286
Lick 247394
Lick 247528
Lick 247651
Lick 247767
Lick 247888
Lick 248022
Lick 248139
Lick 248268
Lick 248369
Lick 248446
Lick 248524
Lick 248663
Lick 248758
Lick 248899
Lick 249016
Lick 249141
Lick 249299
Trial: 13 256022
Trial Type 2
RPoke 257227
RPoke 257401
RPoke 257734
RPoke 257798
RPoke 257930
On 258022
RPoke 258125
Off 259522
Lick 260919
Lick 261020
Lick 261992
Reward 262025
Lick 262301
Lick 262406
Lick 262482
Lick 262576
Lick 262673
Lick 262769
Lick 262867
Lick 262969
ITI 263025
Lick 263081
Lick 263187
Lick 263294
Lick 263401
Lick 263519
Lick 263619
Lick 263721
Lick 263820
Lick 263912
Lick 264038
Lick 264155
Lick 264265
Lick 264379
Lick 264466
Lick 264482
Lick 264583
Lick 264597
Lick 264698
Lick 264718
Lick 264816
Lick 264842
Lick 264967
Lick 265081
Lick 265204
Lick 265323
Lick 265425
Lick 265446
Lick 265579
Lick 265655
Lick 265690
Lick 265812
Lick 265932
Lick 266040
Lick 266061
Lick 266185
Lick 266318
Lick 266405
Lick 266437
Lick 266573
Lick 266676
Lick 266694
Lick 266820
Lick 270464
Lick 270604
Trial: 14 271025
Trial Type 1
RPoke 272353
On 273025
Off 274525
Lick 275211
Lick 276825
Lick 276926
Reward 277027
Lick 277383
Lick 277484
Lick 277517
Lick 277593
Lick 277816
Lick 277912
Lick 277954
ITI 278027
Lick 278047
Lick 278151
Lick 278256
Lick 278361
Lick 278462
Lick 278580
Lick 278671
Lick 278781
Lick 278893
Lick 279005
Lick 279120
Lick 279230
Lick 279331
Lick 279359
Lick 279465
Lick 279585
Lick 279708
Lick 279821
Lick 279944
Lick 280065
Lick 280177
Lick 280298
Lick 280422
Lick 280539
Lick 280622
Lick 280723
Lick 280772
Lick 280894
Lick 281027
Lick 281105
Lick 281139
Lick 281237
Lick 281349
Lick 281455
Lick 281551
Lick 281658
Lick 281779
Lick 281865
Lick 281888
Lick 281990
Lick 282018
Lick 282145
Lick 282276
Lick 282393
Lick 282482
Lick 282583
Lick 282628
Lick 282659
Lick 282760
Lick 282774
Lick 282900
Lick 283023
Lick 283112
Lick 283214
Lick 283315
Lick 283403
Lick 283547
Lick 283669
Lick 283779
Lick 283880
Lick 283981
Lick 284016
Lick 284127
RPoke 288406
RPoke 288720
Trial: 15 290027
Trial Type 2
On 292027
Off 293527
RPoke 294732
RPoke 294845
RPoke 295131
ITI 297029
Lick 297078
Lick 298510
Lick 298611
Lick 299295
Lick 299396
Lick 299442
Lick 299695
Lick 300205
Lick 300522
RPoke 306983
Trial: 16 309029
Trial Type 2
On 311029
RPoke 312351
Off 312529
Reward 315032
Lick 315162
Lick 315789
Lick 315798
Lick 315901
Lick 316025
ITI 316032
Lick 316132
Lick 316257
Lick 316377
Lick 316490
Lick 316605
Lick 316721
Lick 316839
Lick 316957
Lick 317071
Lick 317202
Lick 317324
Lick 317441
Lick 317565
Lick 317678
Lick 317798
Lick 317920
Lick 318035
Lick 318150
Lick 318270
Lick 318387
Lick 318509
Lick 318635
Lick 318755
Lick 318882
Lick 319008
Lick 319133
Lick 319249
Lick 319378
Lick 319503
Lick 319621
Lick 319731
Lick 319851
Lick 319927
Lick 319945
Lick 319968
Lick 320091
Lick 320207
Lick 320332
Lick 320413
Lick 320453
Lick 320555
Lick 320583
Lick 320668
Lick 320769
Lick 320844
Lick 320945
Lick 320970
Lick 321051
Lick 321075
Lick 321174
Lick 321281
Lick 321385
Lick 321501
Lick 321637
Lick 321739
Lick 321759
Lick 321865
Lick 321966
Lick 322001
Lick 322102
Lick 322135
Lick 322159
Lick 322270
Lick 322293
Lick 322394
Lick 322425
Lick 322538
Lick 322638
Lick 322717
Lick 322755
Lick 322855
Lick 322991
Lick 323010
Lick 323117
Lick 323218
Lick 323239
Lick 323340
Lick 323441
Lick 323537
Lick 323639
Lick 323740
Lick 323841
Lick 323926
Lick 324025
Lick 324126
Lick 324142
Lick 324165
Lick 324338
Lick 324408
Lick 324553
Lick 324654
Lick 324676
Lick 324777
Lick 324805
Lick 324907
Lick 325008
Lick 325072
Lick 325174
Lick 325275
Lick 325376
Lick 325477
Lick 325578
Lick 325604
Lick 325706
Lick 325750
Lick 325852
Lick 325953
Lick 325995
Lick 326097
Lick 326198
Lick 326216
Lick 326317
Lick 326385
Lick 326514
Lick 326629
Lick 326645
Lick 326746
Lick 326772
Lick 326806
Trial: 17 328032
Trial Type 2
RPoke 330004
On 330032
RPoke 330074
Lick 331484
Off 331532
Lick 331585
Lick 332111
Lick 333224
Lick 333535
Lick 333571
Lick 333977
Reward 334034
Lick 334078
Lick 334213
Lick 334322
Lick 334423
Lick 334552
Lick 334658
Lick 334748
Lick 334868
Lick 334973
ITI 335034
Lick 335083
Lick 335188
Lick 335301
Lick 335414
Lick 335510
Lick 335617
Lick 335728
Lick 335837
Lick 335956
Lick 336074
Lick 336161
Lick 336193
Lick 336313
Lick 336422
Lick 336544
Lick 336673
Lick 336776
Lick 336880
Lick 336984
Lick 337100
Lick 337214
Lick 337312
Lick 337374
Lick 337431
Lick 337445
Lick 337546
Lick 337573
Lick 337712
Lick 337837
Lick 337933
Lick 338034
Lick 338093
Lick 338201
Lick 338277
Lick 338310
Lick 338438
Lick 338540
Lick 338682
Lick 338784
Lick 338885
Lick 338938
Lick 339105
RPoke 347061
RPoke 347491
Trial: 18 351034
Trial Type 2
RPoke 352986
On 353034
Off 354534
Lick 356781
Lick 356882
Lick 357025
Reward 357036
Lick 357127
Lick 357228
Lick 357329
Lick 357430
Lick 357504
Lick 357625
Lick 357706
Lick 357824
Lick 357932
ITI 358036
Lick 358042
Lick 358144
Lick 358245
Lick 358346
Lick 358447
Lick 358548
Lick 358649
Lick 358750
Lick 358851
Lick 358952
Lick 359053
Lick 359154
Lick 359255
Lick 359356
Lick 359457
Lick 359558
Lick 359659
Lick 359760
Lick 359861
Lick 359962
Lick 360064
Lick 360165
Lick 360266
Lick 360367
Lick 360468
Lick 360569
Lick 360670
Lick 360771
Lick 360872
Lick 360973
Lick 361074
Lick 361175
Lick 361276
Lick 361377
Lick 361478
Lick 361579
Lick 361680
Lick 361781
Lick 361882
Lick 361984
Lick 362085
Lick 362186
Lick 362287
Lick 362388
Lick 362489
Lick 362590
Lick 362691
Lick 362792
Lick 362893
RPoke 368415
RPoke 368521
Trial: 19 378036
Trial Type 2
On 380036
RPoke 381417
Off 381536
Reward 384039
Lick 384101
Lick 384326
Lick 384427
Lick 384523
Lick 384627
Lick 384730
Lick 384964
ITI 385039
Lick 385083
Lick 385174
Lick 385393
Lick 385520
Lick 385630
Lick 385814
Lick 385914
Lick 386015
Lick 386116
Lick 386217
Lick 386318
Lick 386419
Lick 386520
Lick 386589
Lick 386690
Lick 386791
Lick 386812
Lick 386962
Lick 387064
Lick 387107
Lick 387222
Lick 387324
Lick 387425
Lick 387526
Lick 387627
Lick 387644
Lick 387745
Lick 387846
Lick 387947
Lick 388048
Lick 388149
Lick 388250
Lick 388352
Lick 388453
Lick 388554
Lick 388655
Lick 388756
Lick 388857
Lick 388958
Lick 389059
Lick 389160
Lick 389261
Lick 389362
Lick 389463
Lick 389564
Lick 389665
Lick 389766
Lick 389867
Lick 389968
Lick 390069
Lick 390908
Lick 391010
Lick 391111
Lick 391212
Lick 391313
Lick 391727
Lick 391829
Lick 392013
Lick 392114
Lick 392229
Lick 392331
Lick 392473
Lick 392544
Lick 392645
Lick 392747
Lick 392848
Lick 392876
Lick 392976
Lick 393125
Lick 393207
Lick 393308
Lick 393409
Lick 393510
Lick 393611
Lick 393712
Lick 393814
Lick 393915
Lick 393971
Lick 394099
Lick 394201
Lick 394243
Lick 394286
Lick 394431
Lick 394544
Lick 394660
Lick 395335
Lick 395429
Trial: 20 401039
Trial Type 2
On 403039
RPoke 404327
Off 404539
Lick 406711
Lick 406942
Reward 407042
Lick 407044
Lick 407131
Lick 407232
Lick 407575
Lick 407656
Lick 407755
Lick 407865
Lick 407966
ITI 408042
Lick 408067
Lick 408168
Lick 408255
Lick 408356
Lick 408509
Lick 408613
Lick 408714
Lick 408864
Lick 408964
Lick 409082
Lick 409192
Lick 409293
Lick 409394
Lick 409495
Lick 409596
Lick 409697
Lick 409749
Lick 409851
Lick 409952
Lick 410053
Lick 410155
Lick 410256
Lick 410347
Lick 410467
Lick 410568
Lick 410669
Lick 410770
Lick 410871
Lick 410972
Lick 411073
Lick 411174
Lick 411275
Lick 411376
Lick 411478
Lick 411579
Lick 411680
Lick 411781
Lick 411882
Lick 411983
Lick 412084
Lick 412185
Lick 412286
Lick 412387
Lick 412488
Lick 412589
Lick 412690
Lick 412791
Lick 412892
Lick 412993
Lick 413094
Lick 413195
Lick 413296
Lick 413398
Lick 413499
Lick 413600
Lick 413701
Lick 413802
Lick 413903
Lick 414004
Lick 414105
Lick 414230
RPoke 417025
Lick 419959
Lick 420002
Lick 420104
Lick 420410
Lick 420482
Lick 420959
Trial: 21 424042
Trial Type 2
On 426042
RPoke 427037
Off 427542
Lick 429347
Lick 429581
Reward 430046
Lick 430107
Lick 430149
Lick 430679
Lick 430771
Lick 430882
Lick 430999
ITI 431046
Lick 431119
Lick 431238
Lick 431350
Lick 431471
Lick 431586
Lick 431696
Lick 431806
Lick 431915
Lick 432028
Lick 432143
Lick 432258
Lick 432370
Lick 432496
Lick 432590
Lick 432693
Lick 432814
Lick 432928
Lick 433028
Lick 433156
Lick 433252
Lick 433377
Lick 433491
Lick 433612
Lick 433741
Lick 433864
Lick 433978
Lick 434100
Lick 434202
Lick 434244
Lick 434368
Lick 434483
Lick 434607
Lick 434708
Lick 434744
Lick 434863
Lick 434989
Lick 435112
Lick 435220
Lick 435321
Lick 435422
Lick 435483
Lick 435602
Lick 435725
Lick 435871
Lick 436165
Lick 436621
Lick 436867
Lick 436983
Lick 437094
RPoke 441101
Trial: 22 443046
Trial Type 1
On 445046
RPoke 445171
Off 446546
Lick 448514
Lick 448697
Reward 449048
Lick 449135
Lick 449374
Lick 449440
Lick 449543
Lick 449657
Lick 449773
Lick 449872
Lick 449968
ITI 450048
Lick 450083
Lick 450183
Lick 450282
Lick 450395
Lick 450500
Lick 450613
Lick 450722
Lick 450814
Lick 450925
Lick 451057
Lick 451151
Lick 451252
Lick 451289
Lick 451410
Lick 451511
Lick 451529
Lick 451632
Lick 451733
Lick 451747
Lick 451849
Lick 451950
Lick 452051
Lick 452152
Lick 452244
Lick 452363
Lick 452465
Lick 452493
Lick 452605
Lick 452707
Lick 452736
Lick 452838
Lick 452939
Lick 453040
Lick 453141
Lick 453251
Lick 453383
Lick 453484
Lick 453621
Lick 453760
Lick 453898
Trial: 23 458048
Trial Type 2
RPoke 459426
RPoke 459593
RPoke 459651
On 460048
RPoke 460049
Off 461548
Lick 461571
Lick 461672
Lick 463157
Lick 463331
Lick 463432
Lick 463734
Lick 463830
Lick 463960
Lick 464040
Reward 464051
Lick 464141
Lick 464242
Lick 464343
Lick 464437
Lick 464506
Lick 464607
Lick 464708
Lick 464809
Lick 464910
Lick 465011
ITI 465051
Lick 465112
Lick 465213
Lick 465314
Lick 465415
Lick 465516
Lick 465617
Lick 465718
Lick 465819
Lick 465920
Lick 466021
Lick 466122
Lick 466223
Lick 466324
Lick 466425
Lick 466526
Lick 466627
Lick 466728
Lick 466829
Lick 466930
Lick 467031
Lick 467132
Lick 467233
Lick 467345
Lick 467439
Lick 467540
Lick 467641
Lick 467666
Lick 467768
Lick 467869
Lick 467970
Lick 468071
Trial: 24 481051
Trial Type 2
On 483051
Off 484551
RPoke 485580
RPoke 485663
RPoke 486252
ITI 488052
Lick 490648
Lick 490856
Lick 490958
Lick 491253
Lick 491575
Lick 491676
Lick 492001
Lick 492103
Trial: 25 496052
Trial Type 2
RPoke 497087
On 498052
Off 499552
Lick 500972
Lick 501073
Lick 501134
Lick 501744
Lick 501851
Reward 502054
Lick 502205
Lick 502307
Lick 502408
Lick 502531
Lick 502631
Lick 502734
Lick 502831
Lick 502933
Lick 503042
ITI 503054
Lick 503150
Lick 503259
Lick 503375
Lick 503489
Lick 503600
Lick 503693
Lick 503707
Lick 503825
Lick 503940
Lick 504052
Lick 504153
Lick 504263
Lick 504392
Lick 504493
Lick 504594
Lick 504633
Lick 504743
Lick 504809
Lick 504911
Lick 504966
Lick 505083
Lick 505206
Lick 505315
Lick 505405
Lick 505512
Lick 505622
Lick 505739
Lick 505856
Lick 505982
Lick 506098
Lick 506205
Lick 506302
Lick 506406
Lick 506523
Lick 506631
Lick 506744
Lick 506845
Lick 506869
Lick 506998
Lick 507118
Lick 507240
Lick 507364
Lick 507467
Lick 507484
Lick 507610
RPoke 522473
Trial: 26 523054
Trial Type 2
RPoke 525041
On 525054
RPoke 525107
Off 526554
Lick 528297
Lick 528400
Lick 528572
Lick 528652
Lick 528753
Lick 529007
Reward 529056
Lick 529158
Lick 529272
Lick 529394
Lick 529473
Lick 529583
Lick 529696
Lick 529781
Lick 529858
Lick 529884
Lick 529985
ITI 530056
Lick 530086
Lick 530187
Lick 530288
Lick 530390
Lick 530409
Lick 530511
Lick 530612
Lick 530713
Lick 530814
Lick 530915
Lick 531016
Lick 531117
Lick 531218
Lick 531319
Lick 531420
Lick 531521
Lick 531622
Lick 531723
Lick 531824
Lick 531926
Lick 532027
Lick 532128
Lick 532229
Lick 532330
Lick 532431
Lick 532532
Lick 532633
Lick 532734
Lick 532835
Lick 532936
Lick 533037
Lick 533138
Lick 533239
Trial: 27 538056
Trial Type 2
On 540056
Off 541556
ITI 545057
Lick 550702
Trial: 28 553057
Trial Type 1
RPoke 554958
On 555057
Off 556557
Lick 557597
Lick 558059
Lick 558106
Lick 558208
Lick 558636
Lick 558750
Lick 558868
Reward 559059
Lick 559101
Lick 559299
Lick 559407
Lick 559501
Lick 559611
Lick 559723
Lick 559831
Lick 559939
Lick 560044
ITI 560059
Lick 560162
Lick 560278
Lick 560401
Lick 560519
Lick 560634
Lick 560752
Lick 560875
Lick 561001
Lick 561133
Lick 561249
Lick 561360
Lick 561478
Lick 561595
Lick 561712
Lick 561825
Lick 561952
Lick 562075
Lick 562193
Lick 562318
Lick 562442
Lick 562550
Lick 562653
Lick 562768
Lick 562869
Lick 562983
Lick 563106
Lick 563231
Lick 563351
Lick 563420
Lick 563456
Lick 563561
Lick 563682
Lick 563808
Lick 563935
Lick 564063
Lick 564165
Lick 564267
Lick 564368
Lick 564427
Lick 564492
Lick 564593
Lick 564638
Lick 564768
Lick 564869
Lick 564970
Lick 565071
Lick 565151
Lick 565281
Lick 565416
Lick 565558
RPoke 568923
Lick 571583
Lick 571963
Lick 572027
Lick 572407
Lick 572796
Lick 572972
Trial: 29 576059
Trial Type 1
On 578059
RPoke 578080
Off 579559
Lick 581447
Lick 581482
Lick 581592
Lick 581769
Lick 581870
Lick 581971
Reward 582061
Lick 582125
Lick 582131
Lick 582147
Lick 582289
Lick 582390
Lick 582473
Lick 582597
Lick 582699
Lick 582801
Lick 582907
Lick 583011
ITI 583061
Lick 583128
Lick 583225
Lick 583327
Lick 583428
Lick 583529
Lick 583630
Lick 583649
Lick 583756
Lick 583857
Lick 583876
Lick 583977
Lick 583993
Lick 584094
Lick 584195
Lick 584296
Lick 584348
Lick 584449
Lick 584550
Lick 584651
Lick 584752
Lick 584853
Lick 584954
Lick 585055
Lick 585156
Lick 585257
Lick 585358
Lick 585459
Lick 585560
Lick 585661
Lick 585762
Lick 585863
Lick 585964
Lick 586065
Lick 586166
Lick 586267
Lick 586368
Lick 586469
Lick 586570
Lick 586671
Lick 586772
Lick 586873
Lick 586974
Lick 587075
Lick 587176
Lick 587277
Lick 587378
Lick 587479
Lick 587580
Lick 587681
Lick 587782
Lick 587883
Lick 587984
RPoke 591784
Lick 594979
Lick 595733
Lick 597237
Lick 597338
Lick 597439
RPoke 602152
Trial: 30 603061
Trial Type 2
On 605061
RPoke 605677
Off 606561
Lick 608319
Lick 608517
Lick 608750
Lick 608992
Reward 609064
Lick 609108
Lick 609780
Lick 609882
Lick 609995
ITI 610064
Lick 610109
Lick 610229
Lick 610347
Lick 610462
Lick 610571
Lick 610688
Lick 610798
Lick 610909
Lick 611024
Lick 611143
Lick 611253
Lick 611363
Lick 611472
Lick 611589
Lick 611704
Lick 611829
Lick 611955
Lick 612077
Lick 612196
Lick 612317
Lick 612431
Lick 612533
Lick 612643
Lick 612766
Lick 612887
Lick 613008
Lick 613133
Lick 613252
Lick 613376
Lick 613440
Lick 613501
Lick 613632
Lick 613765
Lick 613889
Lick 614022
Lick 614150
Lick 614276
Lick 614393
Lick 614407
Lick 614546
Lick 614678
Lick 614809
Lick 614940
Lick 615068
Lick 615179
Lick 615296
Lick 615406
Lick 615532
Lick 615657
Lick 615785
Lick 615909
Lick 616030
Lick 616136
Lick 616160
Lick 616292
Lick 616422
Lick 616559
Lick 616660
Lick 616683
Lick 616813
Lick 616929
Lick 617028
Lick 617145
Lick 617260
Lick 617348
Lick 617502
Lick 617612
Lick 617636
Lick 617744
Lick 617766
Lick 617891
Lick 618004
Lick 618106
Lick 618145
Lick 618246
Lick 618290
Lick 618305
Lick 618441
Lick 618539
Lick 618641
Lick 618687
Lick 618711
Lick 618808
Lick 618855
Lick 619000
Lick 619096
Lick 619216
Lick 619334
Lick 619435
Lick 619474
Lick 619575
Lick 619608
Lick 619710
Lick 619743
Lick 619875
Lick 619976
Lick 620040
Lick 620141
Lick 620242
Lick 620299
Lick 620321
Lick 620460
Lick 620577
Lick 620696
Lick 620807
Lick 620891
Lick 620992
Lick 621016
Lick 621118
Lick 621160
Lick 621323
Lick 621440
Lick 621546
Lick 621799
Lick 622467
RPoke 627022
RPoke 627118
Lick 628625
Lick 629829
Lick 629931
Trial: 31 630064
Trial Type 2
RPoke 631958
On 632064
Off 633564
Lick 636055
Reward 636066
Lick 636156
Lick 636257
Lick 636358
Lick 636459
Lick 636560
Lick 636661
Lick 636762
Lick 636863
Lick 636964
Lick 637065
ITI 637066
Lick 637166
Lick 637267
Lick 637368
Lick 637469
Lick 637570
Lick 637671
Lick 637772
Lick 637873
Lick 637974
Lick 638075
Lick 638176
Lick 638277
Lick 638379
Lick 638480
Lick 638581
Lick 638682
Lick 638783
Lick 638884
Lick 638985
Lick 639086
Lick 639187
Lick 639288
Lick 639389
Lick 639490
Lick 639591
Lick 639692
Lick 639793
Lick 639894
Lick 639995
Lick 640096
Lick 640197
Lick 640299
Lick 640400
Lick 640544
Trial: 32 645066
Trial Type 2
RPoke 645776
On 647066
Off 648566
Lick 651018
Reward 651068
Lick 651272
Lick 651356
Lick 651447
Lick 651538
Lick 651636
Lick 651731
Lick 651839
Lick 651964
ITI 652068
Lick 652172
Lick 652273
Lick 652311
Lick 652412
Lick 652520
Lick 652576
Lick 652936
Lick 653038
Lick 653139
Lick 653240
Lick 653341
Lick 653414
Lick 653536
Lick 653640
Lick 653741
Lick 653822
Lick 653855
Lick 653943
Lick 654052
Lick 654149
Lick 654251
Lick 654353
Lick 654466
Lick 654567
Lick 654586
Lick 654687
Lick 654713
Lick 654815
Lick 654841
Lick 654971
Lick 655073
Lick 655093
Lick 655163
Lick 655199
Lick 655299
Lick 655406
Lick 655523
Lick 655624
Lick 655725
Lick 655826
Lick 655895
Lick 655996
Lick 656017
Lick 656118
Lick 656144
Lick 656282
Lick 656378
Lick 656459
Lick 656560
Lick 656641
Lick 656743
Lick 656774
Lick 656875
Lick 656899
Lick 657044
Lick 657537
Trial: 33 668068
Trial Type 2
RPoke 669390
On 670068
Lick 671318
Off 671568
Lick 673443
Lick 673736
Reward 674070
Lick 674077
Lick 674178
Lick 674279
Lick 674380
Lick 674449
Lick 674561
Lick 674668
Lick 674777
Lick 674867
Lick 674984
ITI 675070
Lick 675093
Lick 675187
Lick 675293
Lick 675403
Lick 675519
Lick 675638
Lick 675757
Lick 675881
Lick 676006
Lick 676107
Lick 676126
Lick 676251
Lick 676371
Lick 676467
Lick 676613
Lick 676699
Lick 676727
Lick 676840
Lick 676964
Lick 677081
Lick 677170
Lick 677237
Lick 677345
Lick 677459
Lick 677560
Lick 677661
Lick 677719
Lick 677821
Lick 677841
Lick 677967
Lick 678096
Lick 678245
RPoke 691202
RPoke 691357
Trial: 34 695070
Trial Type 2
Lick 696567
On 697070
RPoke 697936
Off 698570
Lick 700062
Lick 700967
Reward 701073
Lick 701197
Lick 701744
Lick 701840
Lick 701956
Lick 702071
ITI 702073
Lick 702190
Lick 702316
Lick 702435
Lick 702545
Lick 702663
Lick 702783
Lick 702895
Lick 703009
Lick 703127
Lick 703243
Lick 703370
Lick 703490
Lick 703609
Lick 703731
Lick 703843
Lick 703947
Lick 704066
Lick 704174
Lick 704289
Lick 704409
Lick 704534
Lick 704659
Lick 704784
Lick 704908
Lick 705035
Lick 705162
Lick 705275
Lick 705377
Lick 705489
Lick 705613
Lick 705734
Lick 705858
Lick 705980
Lick 706110
Lick 706232
Lick 706355
