//Starting Program
Trial: 1 1
Trial Type 2
Lick 52757
Lick 52858
Lick 52959
ITI 53008
Lick 53060
Lick 53161
Lick 53262
Lick 53363
Lick 53464
Lick 53565
Lick 53666
Lick 53767
Lick 53868
Lick 53969
Lick 54070
Lick 54171
Lick 54272
Lick 54373
Lick 54474
Lick 54575
Lick 54676
Lick 54777
RPoke 61109
Lick 63529
Lick 63581
Lick 63682
Lick 63783
Lick 63884
Lick 63985
Lick 64086
Lick 64187
Lick 64288
Lick 64389
Lick 64490
Lick 64591
Lick 64692
Lick 64793
Lick 64894
Lick 64995
Lick 65096
Lick 65197
Lick 65298
Lick 65399
Lick 65500
Lick 65601
Lick 65702
Lick 65803
Lick 65904
Lick 66006
Lick 66107
Lick 66208
Lick 66309
Lick 66410
Lick 66511
Lick 66612
Lick 66713
Lick 66814
Lick 66915
Lick 67016
Lick 67117
Lick 67218
Lick 67319
Lick 67420
Lick 67521
Lick 67622
Lick 67723
Lick 67864
Lick 68041
Lick 68142
Lick 68243
Lick 68344
Trial: 4 73008
Trial Type 2
On 75008
Off 76508
Lick 77052
Lick 77110
Lick 77212
Lick 77313
Lick 77414
Lick 77515
Lick 77616
Lick 77717
Lick 77818
Lick 77919
Lick 78020
Lick 78121
Lick 78222
Lick 78323
Lick 78424
Lick 78525
Lick 78626
Lick 78727
Lick 78828
Lick 78929
Lick 79030
Lick 79131
Lick 79232
Lick 79333
Lick 79434
Lick 79535
Lick 79636
Lick 79737
Lick 79838
Lick 79939
ITI 80009
Lick 80040
Lick 80141
Lick 80242
Lick 80343
Lick 80466
Lick 80671
Lick 81390
Lick 81491
Lick 81592
Lick 82159
Trial: 5 92009
Trial Type 1
On 94009
RPoke 94468
RPoke 94789
RPoke 94931
RPoke 95159
Off 95509
Lick 96798
Lick 96881
Lick 96983
Lick 97084
Lick 97185
Lick 97286
Lick 97387
Lick 97488
Lick 97589
Lick 97690
Lick 97792
Lick 97893
Lick 97994
Reward 98011
Lick 98095
Lick 98196
Lick 98297
Lick 98398
Lick 98499
Lick 98600
Lick 98701
Lick 98802
Lick 98903
Lick 99004
ITI 99011
Lick 99105
Lick 99206
Lick 99307
Lick 99408
Lick 99509
Lick 99610
Lick 99712
Lick 99813
Lick 99914
Lick 100015
Lick 100116
Lick 100217
Lick 100318
Lick 100419
Lick 100520
Lick 100621
Lick 100722
Lick 100823
Lick 100924
Lick 101025
Lick 101126
Lick 101227
Lick 101328
Lick 101429
Lick 101530
Lick 101632
RPoke 106945
RPoke 108625
RPoke 109284
RPoke 109562
Trial: 6 115011
Trial Type 2
Lick 116546
Lick 116647
On 117011
RPoke 118257
Off 118511
RPoke 118685
Lick 120151
Lick 120252
Lick 120353
Lick 120454
Lick 120555
Lick 120656
Lick 120757
Lick 120858
Lick 120960
Reward 121013
Lick 121061
Lick 121162
Lick 121263
Lick 121364
Lick 121465
Lick 121566
Lick 121667
Lick 121768
Lick 121869
Lick 121970
ITI 122013
Lick 122071
Lick 122172
Lick 122273
Lick 122374
Lick 122475
Lick 122576
Lick 122677
Lick 122778
Lick 122880
Lick 122981
Lick 123082
Lick 123183
Lick 123284
Lick 123385
Lick 123486
Lick 123587
Lick 123688
Lick 123789
Trial: 7 134013
Trial Type 1
On 136013
Off 137513
Lick 139911
Lick 140130
ITI 141014
RPoke 141969
Trial: 8 149014
Trial Type 2
RPoke 150117
On 151014
Off 152514
Lick 153022
Lick 153123
Lick 153224
Lick 153354
Lick 153456
Lick 153558
Lick 153659
Lick 153760
Lick 153861
Lick 153962
Lick 154063
Lick 154164
Lick 154265
Lick 154366
Lick 154467
Lick 154568
Lick 154669
Lick 154770
Lick 154871
Lick 154972
Reward 155017
Lick 155073
Lick 155174
Lick 155275
Lick 155376
Lick 155478
Lick 155579
Lick 155680
Lick 155781
Lick 155882
Lick 155983
ITI 156017
Lick 156084
Lick 156185
Lick 156286
Lick 156387
Lick 156488
Lick 156589
Lick 156690
Lick 156791
Lick 156892
Lick 156993
Lick 157094
Lick 157195
Lick 157296
Lick 157398
Lick 157499
Lick 157600
Lick 157701
Lick 157802
Lick 157903
Lick 158004
Lick 158105
Lick 158206
Lick 158307
Lick 158408
Lick 158509
Lick 158610
Lick 158711
Lick 158812
Lick 158913
Lick 159014
Lick 159115
RPoke 170115
RPoke 170277
RPoke 170464
RPoke 170767
Lick 172806
Lick 172907
Lick 173008
Lick 173061
Lick 173078
Lick 173180
Lick 173281
Lick 173382
Lick 173483
Lick 173584
Lick 173685
Lick 173786
Lick 173887
Lick 173988
Lick 174089
Lick 174190
Lick 174291
Lick 174392
Lick 174493
Lick 174594
Lick 174695
Lick 174796
Lick 174897
Lick 174998
Lick 175099
Lick 175200
Lick 175301
Lick 175403
Lick 175504
Lick 175605
Lick 175706
Lick 175807
Lick 175908
Lick 176001
Trial: 9 176017
Trial Type 2
Lick 176050
On 178017
RPoke 178263
Off 179517
Lick 179727
Lick 179828
Lick 179929
Lick 180030
Lick 180131
Lick 180232
Lick 180333
Lick 180434
Lick 180535
Lick 180636
Lick 180737
Lick 180838
Lick 180939
Lick 181040
Lick 181141
Lick 181242
Lick 181343
Lick 181444
Lick 181545
Lick 181646
Lick 181747
Lick 181848
Lick 181949
Reward 182020
Lick 182050
Lick 182151
Lick 182252
Lick 182353
Lick 182454
Lick 182555
Lick 182656
Lick 182757
Lick 182858
Lick 182959
ITI 183020
Lick 183060
Lick 183161
Lick 183262
Lick 183363
Lick 183464
Lick 183565
Lick 183666
Lick 183767
Lick 183868
Lick 183969
Lick 184070
Lick 184171
Lick 184272
Lick 184373
Lick 184474
Lick 184576
Lick 184677
Lick 184778
Lick 184879
Lick 184980
Lick 185081
Lick 185182
Lick 185283
Lick 185384
Lick 185485
Lick 185586
Lick 185687
Lick 185788
Lick 185889
Lick 185990
Lick 186091
Lick 186192
Lick 186293
Lick 186394
Lick 186496
Lick 186597
Lick 186698
Lick 186799
Lick 186900
Lick 187001
Lick 187102
Lick 187203
Lick 187304
Lick 187405
Lick 187506
Lick 187607
Lick 187708
Lick 187809
Lick 187910
Lick 188011
Trial: 10 191020
Trial Type 2
RPoke 191824
RPoke 191924
RPoke 192637
On 193020
Off 194520
Lick 195929
Lick 196030
Lick 196131
Lick 196155
Lick 196257
Lick 196358
Lick 196459
Lick 196560
Lick 196661
Lick 196762
Lick 196864
Lick 196965
Reward 197022
Lick 197066
Lick 197167
Lick 197268
Lick 197369
Lick 197470
Lick 197571
Lick 197672
Lick 197773
Lick 197874
Lick 197975
ITI 198022
Lick 198076
Lick 198177
Lick 198278
Lick 198379
Lick 198480
Lick 198581
Lick 198682
Lick 198784
Lick 198885
Lick 198986
Lick 199087
Lick 199188
Lick 199289
Lick 199390
Lick 199491
Lick 199592
Lick 199693
Lick 199794
Lick 199895
Lick 199996
Lick 200097
Lick 211444
RPoke 216496
Trial: 11 218022
Trial Type 2
On 220022
RPoke 221318
Off 221522
RPoke 221570
Lick 223263
Lick 223364
Lick 223465
Lick 223566
Lick 223667
Lick 223768
Lick 223869
Lick 223970
Reward 224024
Lick 224071
Lick 224172
Lick 224273
Lick 224374
Lick 224475
Lick 224576
Lick 224677
Lick 224778
Lick 224879
Lick 224980
ITI 225024
Lick 225081
Lick 225182
Lick 225283
Lick 225384
Lick 225485
Lick 225586
Lick 225687
Lick 225788
Lick 225889
Lick 225990
Lick 226091
Lick 226192
Lick 226293
Lick 226394
Lick 226495
Lick 226596
Lick 226697
Lick 226798
Lick 239029
Trial: 12 245024
Trial Type 2
RPoke 245168
On 247024
Off 248524
Reward 251026
ITI 252026
Lick 253682
Lick 253805
Lick 253906
Lick 253987
Lick 254088
Lick 254189
Lick 254290
Lick 254391
Lick 254492
Lick 254593
Lick 254694
Lick 254795
Lick 254896
Lick 254997
Lick 255098
Lick 255199
Lick 256744
Lick 256864
Lick 256966
Lick 257067
Lick 257168
Trial: 13 260026
Trial Type 2
RPoke 260166
RPoke 260724
RPoke 261103
RPoke 261326
On 262026
Lick 262961
Lick 263063
Lick 263164
Lick 263265
Lick 263366
Lick 263467
Off 263526
Lick 263568
Lick 263669
Lick 263770
Lick 263871
Lick 263972
Lick 264073
Lick 264174
Lick 264275
Lick 264376
Lick 264477
Lick 264578
Lick 264679
Lick 264780
Lick 264881
Lick 264982
Lick 265083
Lick 265184
Lick 265285
Lick 265387
Lick 265488
Lick 265589
Lick 265690
Lick 265791
Lick 265892
Lick 265993
Reward 266028
Lick 266094
Lick 266195
Lick 266296
Lick 266397
Lick 266498
Lick 266599
Lick 266700
Lick 266801
Lick 266902
Lick 267003
ITI 267028
Lick 267104
Lick 267205
Lick 267307
Lick 267408
Lick 267509
Lick 267610
Lick 267711
Lick 267812
Lick 267913
Lick 268014
Lick 268115
Lick 268216
Lick 268317
Lick 268418
Lick 268519
Lick 268620
Lick 268721
Lick 268822
Lick 268923
Lick 269024
Lick 269125
Lick 269227
Lick 269328
Lick 269429
Lick 269530
Lick 269631
Lick 269732
Lick 269833
RPoke 272515
Trial: 14 275028
Trial Type 2
On 277028
Off 278528
Lick 280442
Lick 280529
Lick 280630
Lick 280731
Lick 280832
Lick 280933
Lick 281034
Lick 281135
Lick 281236
Lick 281337
Lick 281438
Lick 281539
Lick 281640
Lick 281741
Lick 281842
Lick 281943
ITI 282029
Lick 282044
Lick 282145
Lick 282246
Lick 282347
Lick 282448
Lick 282549
Lick 282650
Lick 282752
Lick 282853
Lick 282954
Lick 283055
Lick 283156
Lick 283257
Lick 283358
Lick 283459
Lick 283560
Lick 283661
Lick 283762
Lick 283863
Lick 283964
Lick 284065
Lick 284166
Lick 284267
Lick 284368
Lick 284469
Lick 284570
Lick 284672
Lick 284773
Lick 284874
Lick 284975
Lick 285076
Lick 285177
Lick 285278
Lick 285379
Lick 285480
Lick 285581
Lick 285626
Lick 285728
Lick 285829
Lick 285930
Lick 286031
Lick 286132
Lick 286233
Lick 286334
Lick 286435
Lick 286536
Lick 286922
RPoke 291010
RPoke 293537
RPoke 293650
Trial: 15 298029
Trial Type 1
On 300029
RPoke 300693
RPoke 300735
Off 301529
Lick 302005
Lick 302106
Lick 302208
Lick 302309
Lick 302410
Lick 302511
Lick 302612
Lick 302713
Lick 302814
Lick 302915
Lick 303016
Lick 303117
Lick 303218
Lick 303319
Lick 303420
Lick 303521
Lick 303622
Lick 303723
Lick 303824
Lick 303925
Lick 304026
Reward 304031
Lick 304128
Lick 304229
Lick 304330
Lick 304431
Lick 304532
Lick 304633
Lick 304734
Lick 304835
Lick 304936
ITI 305031
Lick 305037
Lick 305138
Lick 305239
Lick 305340
Lick 305441
Lick 305542
Lick 305643
Lick 305744
Lick 305845
Lick 305946
Lick 306048
Lick 306149
Lick 306250
Lick 306351
Lick 306452
Lick 306553
Lick 306654
Lick 306755
Lick 306856
Lick 306957
Lick 307058
Lick 307159
Lick 307260
Lick 307361
Lick 307462
Lick 307563
Lick 307664
Lick 307765
Lick 307866
RPoke 316991
Trial: 16 325031
Trial Type 2
On 327031
Off 328531
Lick 328900
Lick 329001
Lick 329102
Lick 329203
Lick 329304
Lick 329372
Lick 329473
Lick 329574
Lick 329605
Lick 329706
Lick 329807
Lick 329908
Lick 330009
Lick 330110
Lick 330211
Lick 330312
Lick 330413
Lick 330514
Lick 330615
Lick 330716
Lick 330817
Lick 330918
Lick 331019
Lick 331120
Lick 331222
Lick 331323
Lick 331424
Lick 331525
Lick 331626
Lick 331727
Lick 331828
Lick 331929
Lick 332030
ITI 332032
Lick 332131
Lick 332232
Lick 332333
Lick 332434
Lick 332535
Lick 332636
Lick 332737
Lick 332838
Lick 332939
Lick 333040
Lick 333142
Lick 333243
Lick 333359
Lick 333446
Lick 333547
Lick 333648
Lick 333749
Lick 333850
Lick 334352
Trial: 17 352032
Trial Type 1
On 354032
Off 355532
Lick 356799
Lick 356901
Lick 357002
Lick 357103
Lick 357204
Lick 357305
Lick 357406
Lick 357507
Lick 357608
Lick 357709
Lick 357810
Lick 357911
Lick 358012
Lick 358113
Lick 358214
Lick 358315
Lick 358416
Lick 358517
Lick 358618
Lick 358719
Lick 358820
Lick 358921
Lick 359022
ITI 359033
Lick 359123
Lick 359224
Lick 359325
Lick 359426
Lick 359527
Lick 359628
Lick 359729
Lick 359830
Lick 359931
Lick 360032
Lick 360133
Lick 360235
Lick 360336
Lick 360437
Lick 360538
Lick 360639
Lick 360740
Lick 360841
Lick 360898
Lick 360986
Lick 361088
Lick 361189
Lick 361290
Lick 361391
Lick 361434
Lick 361482
Lick 361733
Lick 361835
Lick 361936
Lick 362037
Lick 362138
Lick 362240
Trial: 18 375033
Trial Type 2
RPoke 376178
On 377033
Off 378533
Lick 378584
Lick 378685
Lick 378786
Lick 378887
Lick 378988
Lick 379089
Lick 379130
Lick 379231
Lick 379332
Lick 379433
Lick 379534
Lick 379636
Lick 379737
Lick 379838
Lick 379939
Lick 380040
Lick 380141
Lick 380242
Lick 380343
Lick 380444
Lick 380545
Lick 380646
Lick 380747
Lick 380848
Lick 380949
Reward 381035
Lick 381050
Lick 381151
Lick 381252
Lick 381353
Lick 381454
Lick 381555
Lick 381656
Lick 381757
Lick 381858
Lick 381959
ITI 382035
Lick 382060
Lick 382161
Lick 382262
Lick 382363
Lick 382464
Lick 382565
Lick 382666
Lick 382767
Lick 382868
Lick 382969
Lick 383070
Lick 383171
Lick 383272
Lick 383373
Lick 383474
Lick 383575
Lick 383676
Lick 383777
Lick 383878
Lick 383979
Lick 384080
Lick 384181
Lick 384282
Lick 384384
Lick 384485
Lick 384586
Lick 384687
Lick 384788
Lick 384889
Lick 384990
Lick 385091
Lick 385192
Lick 385293
Lick 385394
Lick 385495
Lick 385596
Lick 385697
Lick 385798
Lick 385899
Lick 386000
Lick 386101
Lick 386202
Lick 386304
Lick 386405
Lick 386506
Lick 386607
Trial: 19 394035
Trial Type 1
Lick 394508
On 396035
RPoke 396582
Off 397535
Lick 398537
Lick 398612
Lick 399004
Lick 399106
Lick 399207
Lick 399308
Lick 399409
Lick 399503
Lick 399604
Lick 399705
Lick 399806
Lick 399907
Lick 400008
Reward 400037
Lick 400109
Lick 400210
Lick 400311
Lick 400412
Lick 400513
Lick 400614
Lick 400715
Lick 400816
Lick 400917
Lick 401018
ITI 401037
Lick 401119
Lick 401220
Lick 401321
Lick 401422
Lick 401523
Lick 401624
Lick 401725
Lick 401826
Lick 401927
Lick 402028
Lick 402129
Lick 402230
Lick 402331
Lick 402432
Lick 402533
Lick 402634
Lick 402735
Lick 402836
Lick 402937
Lick 403038
Lick 404153
Lick 404254
Lick 404355
Lick 404597
Lick 404632
Lick 404733
Lick 407325
Lick 407426
Lick 407527
Lick 407630
Lick 407732
Trial: 20 409037
Trial Type 1
On 411037
Off 412537
Lick 414101
Lick 414202
Lick 414303
Lick 414404
Lick 414505
Lick 414606
Lick 414707
Lick 414808
Lick 414909
Lick 415010
Lick 415111
Lick 415212
Lick 415313
Lick 415414
Lick 415515
Lick 415616
Lick 415717
Lick 415818
Lick 415919
Lick 416020
ITI 416038
Lick 416121
Lick 416222
Lick 416323
Lick 416424
Lick 416525
Lick 416626
Lick 416727
Lick 416828
Lick 416929
Lick 417030
Lick 417131
Lick 417232
Lick 417333
Lick 417434
Lick 417536
Lick 417637
Lick 417738
Lick 417839
Lick 417927
Lick 418028
Lick 418129
Lick 418230
Lick 418338
Lick 418445
Lick 418546
Lick 418647
Lick 418748
Trial: 21 428038
Trial Type 2
On 430038
RPoke 430174
RPoke 430317
RPoke 431319
Off 431538
Lick 432757
Lick 432858
Lick 432959
Lick 433060
Lick 433161
Lick 433262
Lick 433363
Lick 433464
Lick 433565
Lick 433666
Lick 433767
Lick 433868
Lick 433969
Reward 434041
Lick 434070
Lick 434171
Lick 434272
Lick 434373
Lick 434475
Lick 434576
Lick 434677
Lick 434778
Lick 434879
Lick 434980
ITI 435041
Lick 435081
Lick 435182
Lick 435283
Lick 435384
Lick 435485
Lick 435586
Lick 435687
Lick 435788
Lick 435889
Lick 435990
Lick 436091
Lick 436192
Lick 436293
Lick 436395
Lick 436496
Lick 436597
Lick 436698
Lick 436799
Lick 436900
Lick 437001
Lick 437102
Lick 437203
Lick 437304
Lick 437405
Lick 437506
Lick 437607
Lick 437708
Lick 437809
Lick 437910
Lick 438011
Lick 438112
Lick 438213
Lick 438315
Lick 438416
Lick 438517
Lick 438618
Lick 438719
Lick 438820
Lick 438921
Lick 439022
Lick 439123
Lick 439224
Lick 439325
Lick 439426
Lick 439527
Lick 439628
Lick 439729
Lick 439830
Lick 439931
Lick 440032
Lick 440133
Lick 440235
Lick 440336
Lick 440437
Lick 440538
Lick 440639
Lick 440740
Lick 440841
Lick 440942
Lick 441043
Lick 441144
Lick 441245
Lick 441346
Lick 441447
Lick 441548
Lick 441649
Lick 441750
Lick 441851
Lick 441952
Lick 442053
Lick 442155
Lick 442256
Lick 442357
Lick 442458
Lick 442559
Lick 442660
Trial: 22 447041
Trial Type 2
On 449041
Off 450541
Lick 452008
Lick 452110
Lick 452211
Lick 452312
Lick 452413
Lick 452491
Lick 452593
Lick 452694
Lick 452795
Lick 452896
Lick 452997
Lick 453098
Lick 453199
Lick 453300
Lick 453401
Lick 453502
Lick 453603
Lick 453704
Lick 453805
Lick 453906
Lick 454007
ITI 454043
Lick 454108
Lick 454209
Lick 454310
Lick 454411
Lick 454512
Lick 454614
Lick 454715
Lick 454816
Lick 454917
Lick 455018
Lick 455119
Lick 455220
Lick 455321
Lick 455422
Lick 455523
Lick 455624
Lick 455725
Lick 455826
Lick 455940
Trial: 23 470043
Trial Type 2
RPoke 471513
RPoke 471595
On 472043
RPoke 473080
Off 473543
Lick 474852
Lick 474954
Lick 475055
Lick 475156
Lick 475257
Lick 475358
Lick 475459
Lick 475560
Lick 475661
Lick 475762
Lick 475863
Lick 475964
Reward 476045
Lick 476065
Lick 476166
Lick 476267
Lick 476368
Lick 476469
Lick 476570
Lick 476672
Lick 476773
Lick 476874
Lick 476975
ITI 477045
Lick 477076
Lick 477177
Lick 477278
Lick 477379
Lick 477480
Lick 477581
Lick 477682
Lick 477783
Lick 477884
Lick 477985
Lick 478086
Lick 478187
Lick 478288
Lick 478389
Lick 478490
Lick 478592
Lick 478693
Lick 478794
Lick 478895
Lick 478996
Lick 479097
Lick 479198
Lick 479299
Lick 479400
Lick 479501
Lick 479602
Lick 479703
Lick 479804
Lick 479905
Lick 480006
Lick 480107
Lick 480208
Lick 480309
Lick 480410
Lick 480512
Lick 480613
Lick 480714
Lick 480815
Lick 480916
Lick 481017
Lick 481118
Lick 481219
Lick 481320
Lick 481421
Lick 481522
Lick 481623
Lick 481724
Lick 481825
Lick 481926
Lick 482027
Lick 482128
Lick 482229
Lick 482330
RPoke 492559
RPoke 492814
RPoke 495618
RPoke 496220
Trial: 24 497045
Trial Type 2
On 499045
Off 500545
Lick 502402
Lick 502503
Lick 502604
Lick 502705
Lick 502806
Lick 502907
Lick 503008
Lick 503116
Lick 503218
Lick 503319
Lick 503420
Lick 503521
Lick 503622
Lick 503723
Lick 503824
Lick 503925
Lick 504026
ITI 504046
Lick 504127
Lick 504228
Lick 504329
Lick 504430
Lick 504531
Lick 504632
Lick 504733
Lick 504834
Lick 504935
Lick 505036
Lick 505137
Lick 505238
Lick 505339
Lick 505440
Lick 505541
Lick 505643
Lick 505744
Lick 505853
Lick 508548
Lick 509272
Lick 509325
Lick 518285
Lick 523572
Lick 523777
Trial: 25 524046
Trial Type 2
RPoke 526040
On 526046
RPoke 526934
Off 527546
Lick 528855
Lick 528957
Lick 529053
Lick 529140
Lick 529242
Lick 529343
Lick 529444
Lick 529545
Lick 529646
Lick 529747
Lick 529764
Lick 529865
Lick 529966
Reward 530049
Lick 530067
Lick 530168
Lick 530269
Lick 530370
Lick 530471
Lick 530572
Lick 530673
Lick 530774
Lick 530875
Lick 530976
ITI 531049
Lick 531077
Lick 531178
Lick 531279
Lick 531380
Lick 531481
Lick 531582
Lick 531683
Lick 531784
Lick 531885
Lick 531986
Lick 532087
Lick 532188
Lick 532289
Lick 532390
Lick 532491
Lick 532592
Lick 532694
Lick 532795
Lick 532896
Lick 532997
Lick 533098
Lick 533199
Lick 533300
Lick 533401
Lick 533502
Lick 533603
Lick 533704
Lick 533805
Lick 533906
Lick 534007
Lick 534108
Lick 534209
Lick 534310
Lick 534411
RPoke 542395
Trial: 26 547049
Trial Type 2
On 549049
Off 550549
ITI 554050
Trial: 27 562050
Trial Type 2
On 564050
RPoke 565000
Off 565550
Lick 567003
Lick 567104
Lick 567205
Lick 567306
Lick 567407
Lick 567508
Lick 567609
Lick 567710
Lick 567776
Lick 567877
Lick 567979
Reward 568053
Lick 568080
Lick 568181
Lick 568282
Lick 568383
Lick 568484
Lick 568585
Lick 568686
Lick 568787
Lick 568888
Lick 568989
ITI 569053
Lick 569090
Lick 569191
Lick 569292
Lick 569393
Lick 569494
Lick 569595
Lick 569696
Lick 569797
Lick 569899
Lick 570000
Lick 570101
Lick 570202
Lick 570303
Lick 570404
Lick 570505
Lick 570606
Lick 570707
Lick 570808
Lick 570909
Lick 571010
Lick 571111
Lick 571212
Lick 571313
Lick 571414
Lick 571515
Lick 571616
Lick 571717
Lick 571819
Lick 571920
Lick 572021
Lick 572122
Lick 572223
Lick 572324
Lick 572425
Lick 572526
Lick 572627
Lick 572728
Lick 572829
Lick 572930
Lick 573031
Lick 573132
Lick 573233
Lick 573334
Lick 573435
Lick 573536
Lick 573637
Lick 573739
Lick 573840
Lick 573941
Lick 574042
Lick 574143
Lick 574244
Lick 574345
Lick 574446
Lick 574547
Lick 574648
Lick 574749
Lick 574850
Lick 574951
Lick 575052
Lick 575153
Lick 575254
Lick 575355
Lick 575456
Lick 575557
Lick 575659
Lick 575760
Lick 575861
Lick 575962
Lick 576063
Lick 576164
Lick 576265
Lick 576366
Lick 576467
Lick 576568
Lick 576669
Lick 576770
Lick 576871
Lick 576972
Lick 577073
Lick 577174
Lick 577275
Lick 577376
Lick 577477
Lick 577579
Lick 577680
Lick 577781
Lick 577882
Lick 577983
Lick 578084
Lick 578185
Lick 578286
Lick 578387
Lick 578488
Lick 578589
Lick 578690
Lick 578791
Lick 578892
Lick 578993
Lick 579094
Lick 579195
Lick 579296
Lick 579397
Lick 579499
Lick 579600
Lick 579701
Lick 579802
Lick 579903
Lick 580004
Lick 580105
Lick 580206
Lick 580307
Lick 580408
Lick 580509
Lick 580610
Lick 580711
Lick 580812
Lick 582577
Lick 582678
Trial: 28 585053
Trial Type 2
On 587053
Off 588553
RPoke 588950
RPoke 589929
RPoke 590011
RPoke 590112
Reward 591055
Lick 591574
Lick 591654
Lick 591755
Lick 591856
Lick 591958
ITI 592055
Lick 592059
Lick 592160
Lick 592261
Lick 592362
Lick 592463
Lick 592564
Lick 592665
Lick 592766
Lick 592867
Lick 592968
Lick 593069
Lick 593170
Lick 593271
Lick 593372
Lick 593473
Lick 593574
Lick 593675
Lick 593776
Lick 593878
Lick 593979
Lick 594080
Lick 594181
Lick 594282
Lick 594383
Lick 594484
Lick 594585
Lick 594686
Lick 594787
Lick 594888
Lick 594989
Lick 595090
Lick 595191
Lick 595292
Lick 595393
Lick 595494
Lick 595595
Lick 595696
Lick 595798
Lick 595899
Lick 596000
Lick 596101
Lick 596202
Lick 596303
Lick 596404
Lick 596505
Lick 596606
Lick 596707
Lick 596808
Lick 596909
Lick 597010
Lick 597111
Lick 597212
Lick 597313
Lick 597414
Lick 597515
Lick 597616
Lick 597718
Lick 597819
RPoke 606084
RPoke 606152
RPoke 606860
Lick 608915
Lick 609189
Lick 609291
Lick 609392
Trial: 29 612055
Trial Type 2
On 614055
Off 615555
RPoke 617311
RPoke 617643
ITI 619056
Lick 620324
Lick 620425
Lick 620526
Lick 620627
Lick 620728
Lick 620829
Lick 620930
Lick 621031
Lick 621132
Lick 621233
Lick 621334
Lick 621435
Lick 621536
Lick 621637
Lick 621739
Lick 621840
Lick 621941
Lick 622042
Lick 622143
Lick 622244
Lick 622345
Lick 622446
Lick 622547
Lick 622648
Lick 622749
Lick 622850
Lick 622951
Lick 623052
Lick 623153
Lick 623254
Lick 623355
Lick 623456
Lick 623557
Lick 623659
Lick 623760
Lick 623811
Lick 623912
Lick 624013
Lick 624114
Lick 624293
Lick 624394
RPoke 634605
Trial: 30 635056
Trial Type 2
RPoke 637015
On 637056
RPoke 637558
RPoke 637751
Off 638556
Lick 639763
Lick 639864
Lick 639965
Lick 640066
Lick 640167
Lick 640268
Lick 640369
Lick 640470
Lick 640571
Lick 640672
Lick 640773
Lick 640874
Lick 640975
Reward 641058
Lick 641076
Lick 641177
Lick 641278
Lick 641379
Lick 641480
Lick 641581
Lick 641682
Lick 641783
Lick 641884
Lick 641985
ITI 642058
Lick 642086
Lick 642187
Lick 642288
Lick 642390
Lick 642491
Lick 642592
Lick 642693
Lick 642794
Lick 642895
Lick 642996
Lick 643097
Lick 643198
Lick 643299
Lick 643400
Lick 643501
Lick 643602
Lick 643703
Lick 643804
Lick 643905
Lick 644006
Lick 644107
Lick 644208
Lick 644310
Lick 644411
Lick 644512
Lick 644613
Lick 644714
Lick 644815
Lick 644916
Lick 645017
Lick 645118
Lick 645219
Lick 645320
Lick 645421
Lick 645522
Lick 645623
Lick 645724
Lick 645825
Lick 645926
Lick 646027
Lick 646128
Lick 646230
Lick 646331
Lick 646432
Lick 646533
Lick 646634
Lick 646735
Lick 646836
Lick 646937
Trial: 31 650058
Trial Type 2
On 652058
RPoke 652312
RPoke 652731
Off 653558
Lick 654761
Lick 654862
Lick 654963
Lick 655008
Lick 655109
Lick 655210
Lick 655311
Lick 655412
Lick 655513
Lick 655614
